Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter,Birth_Country,Salary,Contract_Type
4,1968,SS,Zoilo Versalles,28,122,436,403,29,79,16,3,2,24,6,4,26,84,0.196,0.244,0.266,0.51,59,107,7,0,6,1,4,Right,No,USA,9000.0,Rookie
5,1968,3B,Bob Bailey,25,105,365,322,24,73,9,3,8,39,1,2,38,69,0.227,0.308,0.348,0.656,104,112,8,1,1,3,4,Right,No,Venezuela,11000.0,Rookie
6,1968,LF,Len Gabrielson,28,108,343,304,38,82,16,1,10,35,1,1,32,47,0.27,0.337,0.428,0.765,137,130,7,0,5,2,4,Left,No,USA,25000.0,Rookie
7,1968,CF,Willie Davis,28,160,686,643,86,161,24,10,7,31,36,10,31,88,0.25,0.284,0.351,0.636,97,226,3,1,7,4,4,Left,No,USA,13000.0,Rookie
8,1968,RF,Ron Fairly,29,141,494,441,32,103,15,1,4,43,0,2,41,61,0.234,0.301,0.299,0.6,88,132,11,4,2,6,10,Left,No,USA,14000.0,Rookie
9,1968,2B,Jim Lefebvre,26,84,317,286,23,69,12,1,5,31,0,0,26,55,0.241,0.304,0.343,0.646,101,98,3,1,1,3,4,Right,Yes,Dominican Republic,12000.0,Rookie
10,1968,CI,Ken Boyer,37,83,243,221,20,60,7,2,6,41,2,2,16,34,0.271,0.317,0.403,0.72,123,89,2,1,0,5,3,Right,No,USA,19000.0,Rookie
11,1968,LF,Willie Crawford,21,61,198,175,25,44,12,1,4,14,1,3,20,64,0.251,0.335,0.4,0.735,129,70,0,2,1,0,0,Left,No,USA,14000.0,Rookie
12,1968,OF,Jim Fairey,23,99,166,156,17,31,3,3,1,10,1,1,9,32,0.199,0.241,0.276,0.517,61,43,2,0,0,1,0,Left,No,USA,8000.0,Rookie
13,1968,OF,Ted Savage,32,61,137,126,7,26,6,1,2,7,1,2,10,20,0.206,0.27,0.317,0.588,83,40,7,1,0,0,0,Right,No,Puerto Rico,9000.0,Rookie
14,1968,OF,Rocky Colavito,34,40,129,113,8,23,3,0,3,11,0,1,15,18,0.204,0.295,0.31,0.604,89,35,6,0,0,1,1,Right,No,USA,12000.0,Rookie
15,1968,IF,Luis Alcaraz,27,41,115,106,4,16,1,0,2,5,1,1,9,23,0.151,0.217,0.217,0.434,36,23,2,0,0,0,2,Right,No,Cuba,10000.0,Rookie
16,1968,3B,Bill Sudakis,22,24,102,87,11,24,4,2,3,12,1,0,15,14,0.276,0.382,0.471,0.854,165,41,4,0,0,0,1,Right,Yes,USA,19000.0,Rookie
17,1968,C,Jeff Torborg,26,37,100,93,2,15,2,0,0,4,0,0,6,10,0.161,0.212,0.183,0.395,24,17,2,0,1,0,2,Right,No,USA,8000.0,Rookie
18,1968,MI,Bart Shirley,28,39,96,83,6,15,3,0,0,4,0,1,10,13,0.181,0.269,0.217,0.486,53,18,5,0,3,0,1,Right,No,Venezuela,7000.0,Rookie
19,1968,C,Jim Campanis,24,4,12,11,0,1,0,0,0,0,0,0,1,2,0.091,0.167,0.091,0.258,-18,1,1,0,0,0,0,Right,No,USA,8000.0,Rookie
20,1968,LF,Cleo James,27,10,10,10,2,2,1,0,0,0,0,0,0,6,0.2,0.2,0.3,0.5,54,3,0,0,0,0,0,Right,No,USA,8000.0,Rookie
21,1968,LF,Al Ferrara,28,2,7,7,0,1,0,0,0,0,0,0,0,2,0.143,0.143,0.143,0.286,-11,1,0,0,0,0,0,Right,No,USA,9000.0,Rookie
22,1968,P,Claude Osteen,28,40,95,84,4,15,3,0,0,2,0,0,2,26,0.179,0.198,0.214,0.412,29,18,3,0,9,0,0,Left,No,Dominican Republic,7000.0,Rookie
23,1968,P,Bill Singer,24,37,89,81,6,12,7,0,0,4,0,0,4,30,0.148,0.198,0.235,0.432,34,19,0,1,3,0,0,Right,No,USA,8000.0,Rookie
24,1968,P,Don Drysdale,31,31,84,79,4,14,1,0,0,3,0,0,0,29,0.177,0.188,0.19,0.377,18,15,1,1,4,0,0,Right,No,USA,125000.0,Star
25,1968,P,Don Sutton,23,36,72,62,3,11,0,0,0,3,0,0,2,22,0.177,0.197,0.177,0.374,18,11,1,0,6,2,0,Right,No,USA,400000.0,Star
26,1968,P,Mike Kekich,23,25,40,37,3,3,0,0,0,1,0,0,1,9,0.081,0.105,0.081,0.186,-41,3,0,0,2,0,0,Right,No,Cuba,8000.0,Rookie
27,1968,P,Mudcat Grant,32,43,31,31,1,4,0,0,1,2,0,0,0,9,0.129,0.129,0.226,0.355,9,7,0,0,0,0,0,Right,No,Dominican Republic,8000.0,Rookie
28,1968,P,Jim Brewer,30,54,10,9,0,2,0,0,0,2,0,0,0,1,0.222,0.222,0.222,0.444,39,2,0,0,1,0,0,Left,No,USA,8000.0,Rookie
29,1968,P,Joe Moeller,25,3,7,7,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,9000.0,Rookie
30,1968,P,John Purdin,25,36,6,6,1,3,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1.0,213,3,0,0,0,0,0,Right,No,USA,7000.0,Rookie
31,1968,P,Jack Billingham,25,50,6,3,0,0,0,0,0,0,0,0,1,1,0.0,0.25,0.0,0.25,-17,0,1,0,2,0,0,Right,No,USA,9000.0,Rookie
32,1968,P,Alan Foster,21,3,5,4,0,1,0,0,0,1,0,0,0,2,0.25,0.25,0.25,0.5,56,1,0,0,1,0,0,Right,No,USA,8000.0,Rookie
33,1968,P,Hank Aguirre,37,25,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,8000.0,Rookie
34,1968,P,Phil Regan,31,5,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,7000.0,Rookie
35,1968,P,Vicente Romo,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,8000.0,Rookie
1,1967,C,John Roseboro,34,116,380,334,37,91,18,2,4,24,2,4,38,33,0.272,0.348,0.374,0.723,116,125,8,2,4,2,12,Left,No,USA,20000.0,Rookie
2,1967,1B,Wes Parker,27,139,496,413,56,102,16,5,5,31,10,5,65,83,0.247,0.358,0.346,0.704,111,143,10,7,10,1,10,Right,Yes,USA,19000.0,Rookie
3,1967,2B,Ron Hunt,26,110,442,388,44,102,17,3,3,33,2,1,39,24,0.263,0.344,0.345,0.689,107,134,9,10,3,2,3,Right,No,Cuba,14000.0,Rookie
4,1967,SS,Gene Michael,29,98,245,223,20,45,3,1,0,7,1,3,11,30,0.202,0.246,0.224,0.47,41,50,4,2,9,0,0,Right,Yes,Venezuela,11000.0,Rookie
5,1967,3B,Jim Lefebvre,25,136,553,494,51,129,18,5,8,50,1,5,44,64,0.261,0.322,0.366,0.689,105,181,10,3,7,5,11,Right,Yes,Dominican Republic,13000.0,Rookie
6,1967,LF,Lou Johnson,32,104,371,330,39,89,14,1,11,41,4,3,24,52,0.27,0.33,0.418,0.748,122,138,9,7,7,3,5,Right,No,USA,26000.0,Rookie
7,1967,CF,Willie Davis,27,143,610,569,65,146,27,9,6,41,20,6,29,65,0.257,0.295,0.367,0.662,97,209,8,3,6,3,5,Left,No,USA,11000.0,Rookie
8,1967,RF,Ron Fairly,28,153,554,486,45,107,19,0,10,55,1,4,54,51,0.22,0.295,0.321,0.616,84,156,13,1,5,8,9,Left,No,USA,14000.0,Rookie
9,1967,OF,Al Ferrara,27,122,384,347,41,96,16,1,16,50,0,1,33,73,0.277,0.345,0.467,0.812,140,162,5,3,1,0,4,Right,No,Venezuela,31000.0,Arbitration
10,1967,UT,Bob Bailey,24,116,372,322,21,73,8,2,4,28,5,5,40,50,0.227,0.31,0.301,0.611,83,97,14,1,4,5,4,Right,No,South Korea,12000.0,Rookie
11,1967,SS,Dick Schofield,32,84,268,232,23,50,10,1,2,15,1,2,31,40,0.216,0.307,0.293,0.6,80,68,9,0,4,1,4,Right,Yes,USA,17000.0,Rookie
12,1967,OF,Len Gabrielson,27,90,257,238,20,62,10,3,7,29,3,1,15,41,0.261,0.307,0.416,0.723,114,99,4,1,3,0,3,Left,No,USA,25000.0,Rookie
13,1967,MI,Nate Oliver,26,77,249,232,18,55,6,2,0,7,3,2,13,50,0.237,0.283,0.28,0.564,69,65,7,2,2,0,0,Right,No,USA,8000.0,Rookie
14,1967,C,Jeff Torborg,25,76,213,196,11,42,4,1,2,12,1,3,13,31,0.214,0.265,0.276,0.541,62,54,6,1,2,1,3,Right,No,USA,8000.0,Rookie
15,1967,OF,Jim Hickman,30,65,114,98,7,16,6,1,0,10,1,1,14,28,0.163,0.268,0.245,0.513,54,24,4,0,2,0,1,Right,No,Dominican Republic,9000.0,Rookie
16,1967,C,Jim Campanis,23,41,71,62,3,10,1,0,2,2,0,0,9,14,0.161,0.268,0.274,0.542,62,17,2,0,0,0,1,Right,No,Puerto Rico,8000.0,Rookie
17,1967,2B,Luis Alcaraz,26,17,63,60,1,14,1,0,0,3,1,1,1,13,0.233,0.242,0.25,0.492,47,15,1,0,1,1,0,Right,No,USA,9000.0,Rookie
18,1967,SS,Tommy Dean,21,12,29,28,1,4,1,0,0,2,0,0,0,9,0.143,0.143,0.179,0.321,-4,5,0,0,1,0,0,Right,No,Puerto Rico,9000.0,Rookie
19,1967,,Johnny Werhas,29,7,7,7,0,1,0,0,0,0,0,0,0,3,0.143,0.143,0.143,0.286,-14,1,0,0,0,0,0,Right,No,Dominican Republic,8000.0,Rookie
20,1967,RF,Willie Crawford,20,4,5,4,0,1,0,0,0,0,0,0,1,3,0.25,0.4,0.25,0.65,99,1,0,0,0,0,0,Left,No,USA,8000.0,Rookie
21,1967,P,Claude Osteen,27,42,112,101,9,18,3,1,2,9,0,0,4,22,0.178,0.206,0.287,0.493,46,29,4,0,5,2,0,Left,No,USA,8000.0,Rookie
22,1967,P,Don Drysdale,30,38,101,93,2,12,1,0,0,6,0,0,5,26,0.129,0.172,0.14,0.312,-6,13,1,0,2,1,0,Right,No,USA,125000.0,Star
23,1967,P,Don Sutton,22,43,84,75,4,10,2,0,0,4,0,0,2,24,0.133,0.156,0.16,0.316,-5,12,0,0,7,0,0,Right,No,USA,400000.0,Star
24,1967,P,Bill Singer,23,34,71,67,1,6,1,0,0,4,0,0,0,28,0.09,0.09,0.104,0.194,-42,7,1,0,4,0,0,Right,No,Dominican Republic,8000.0,Rookie
25,1967,P,Jim Brewer,29,30,23,22,0,1,1,0,0,1,0,0,0,8,0.045,0.045,0.091,0.136,-60,2,1,0,1,0,0,Left,No,USA,8000.0,Rookie
26,1967,P,Phil Regan,30,55,10,10,0,1,0,0,0,0,0,0,0,2,0.1,0.1,0.1,0.2,-40,1,2,0,0,0,0,Right,No,Venezuela,8000.0,Rookie
27,1967,P,Ron Perranoski,31,70,10,10,0,1,0,0,0,1,0,0,0,7,0.1,0.1,0.1,0.2,-40,1,0,0,0,0,0,Left,No,Venezuela,7000.0,Rookie
28,1967,P,Bob Miller,28,52,9,8,0,1,0,0,0,0,0,0,0,3,0.125,0.125,0.125,0.25,-25,1,1,0,1,0,0,Right,No,Dominican Republic,8000.0,Rookie
29,1967,P,Alan Foster,20,4,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,7000.0,Rookie
30,1967,P,John Duffie,21,2,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,7000.0,Rookie
31,1967,P,Dick Egan,30,20,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No,Cuba,9000.0,Rookie
32,1967,P,Joe Moeller,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Dominican Republic,7000.0,Rookie
33,1967,P,Bob Lee,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Venezuela,8000.0,Rookie
34,1967,P,Bruce Brubaker,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Mexico,7000.0,Rookie
1,1966,C,John Roseboro,33,142,501,445,47,123,23,2,9,53,3,2,44,51,0.276,0.343,0.398,0.74,113,177,11,3,4,4,13,Left,No,USA,26000.0,Rookie
2,1966,1B,Wes Parker,26,156,564,475,67,120,17,5,12,51,7,3,69,83,0.253,0.351,0.385,0.737,113,183,12,5,12,3,9,Right,Yes,USA,22000.0,Rookie
3,1966,2B,Jim Lefebvre,24,152,610,544,69,149,23,3,24,74,1,1,48,72,0.274,0.333,0.46,0.793,126,250,10,3,10,5,6,Right,Yes,USA,16000.0,Rookie
4,1966,SS,Maury Wills,33,143,643,594,60,162,14,2,1,39,38,24,34,60,0.273,0.314,0.308,0.622,81,183,6,2,13,0,0,Right,Yes,USA,13000.0,Rookie
5,1966,3B,John Kennedy,25,125,294,274,15,55,9,2,3,24,1,2,10,64,0.201,0.241,0.281,0.522,50,77,5,5,4,1,1,Right,No,USA,9000.0,Rookie
6,1966,LF,Lou Johnson,31,152,572,526,71,143,20,2,17,73,8,10,21,75,0.272,0.316,0.414,0.731,109,218,16,14,9,2,4,Right,No,Puerto Rico,29000.0,Rookie
7,1966,CF,Willie Davis,26,153,653,624,74,177,31,6,11,61,21,10,15,68,0.284,0.302,0.405,0.708,102,253,4,4,5,5,2,Left,No,USA,18000.0,Rookie
8,1966,RF,Ron Fairly,27,117,409,351,53,101,20,0,14,61,3,2,52,38,0.288,0.38,0.464,0.844,142,163,9,2,1,3,4,Left,No,USA,43000.0,Arbitration
9,1966,LF,Tommy Davis,27,100,330,313,27,98,11,1,3,27,3,3,16,36,0.313,0.345,0.383,0.729,110,120,11,0,0,1,4,Right,No,USA,29000.0,Rookie
10,1966,3B,Jim Gilliam,37,88,273,235,30,51,9,0,1,16,2,1,34,17,0.217,0.315,0.268,0.583,71,63,5,0,3,1,3,Right,Yes,USA,9000.0,Rookie
11,1966,2B,Nate Oliver,25,80,138,119,17,23,2,0,0,3,3,3,13,17,0.193,0.276,0.21,0.486,43,25,4,1,4,1,2,Right,No,USA,9000.0,Rookie
12,1966,C,Jeff Torborg,24,46,133,120,4,27,3,0,1,13,0,0,10,23,0.225,0.278,0.275,0.553,61,33,5,0,0,3,3,Right,No,USA,9000.0,Rookie
13,1966,RF,Al Ferrara,26,63,129,115,15,31,4,0,5,23,0,0,9,35,0.27,0.333,0.435,0.768,120,50,3,3,0,2,0,Right,No,Puerto Rico,20000.0,Rookie
14,1966,1B,Dick Stuart,33,38,104,91,4,24,1,0,3,9,0,1,11,17,0.264,0.356,0.374,0.729,111,34,3,2,0,0,0,Right,No,USA,25000.0,Rookie
15,1966,OF,Jim Barbieri,24,39,92,82,9,23,5,0,0,3,2,0,9,7,0.28,0.352,0.341,0.693,101,28,0,0,1,0,1,Left,No,Puerto Rico,8000.0,Rookie
16,1966,3B,Dick Schofield,31,20,83,70,10,18,0,0,0,4,1,1,8,8,0.257,0.35,0.257,0.607,79,18,2,2,3,0,0,Right,Yes,USA,8000.0,Rookie
17,1966,LF,Wes Covington,34,37,41,33,1,4,0,1,1,6,0,0,6,5,0.121,0.293,0.273,0.565,65,9,1,2,0,0,0,Left,No,USA,8000.0,Rookie
18,1966,OF,Derrell Griffith,22,23,18,15,3,1,0,0,0,2,0,0,2,3,0.067,0.176,0.067,0.243,-26,1,0,0,1,0,2,Left,No,Venezuela,9000.0,Rookie
19,1966,SS,Bart Shirley,26,12,5,5,2,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,16,1,0,0,0,0,0,Right,No,USA,9000.0,Rookie
20,1966,1B,Tom Hutton,20,3,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No,USA,7000.0,Rookie
21,1966,C,Jim Campanis,22,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,Venezuela,9000.0,Rookie
22,1966,,Willie Crawford,19,6,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,8000.0,Rookie
23,1966,P,Sandy Koufax,30,41,124,118,5,9,3,0,0,5,0,0,5,57,0.076,0.113,0.102,0.215,-37,12,1,0,0,1,0,Right,No,USA,10000.0,Rookie
24,1966,P,Don Drysdale,29,46,111,106,6,20,2,0,2,8,0,0,3,28,0.189,0.211,0.264,0.475,36,28,5,0,2,0,0,Right,No,USA,125000.0,Star
25,1966,P,Don Sutton,21,38,86,82,4,15,2,0,0,2,0,0,1,27,0.183,0.202,0.207,0.41,19,17,1,1,2,0,0,Right,No,USA,400000.0,Star
26,1966,P,Claude Osteen,26,39,83,76,8,16,1,2,1,6,1,1,5,18,0.211,0.259,0.316,0.575,65,24,1,0,2,0,0,Left,No,Venezuela,9000.0,Rookie
27,1966,P,Phil Regan,29,65,26,21,2,3,0,0,0,0,0,0,3,4,0.143,0.25,0.143,0.393,17,3,0,0,2,0,0,Right,No,USA,8000.0,Rookie
28,1966,P,Joe Moeller,23,29,17,12,1,2,0,0,0,0,0,0,2,5,0.167,0.286,0.167,0.452,35,2,1,0,3,0,0,Right,No,Puerto Rico,9000.0,Rookie
29,1966,P,Bob Miller,27,46,15,13,0,1,0,0,0,1,0,0,0,4,0.077,0.077,0.077,0.154,-55,1,1,0,2,0,0,Right,No,Cuba,8000.0,Rookie
30,1966,P,Ron Perranoski,30,55,9,8,1,2,1,1,0,1,0,0,0,5,0.25,0.25,0.625,0.875,143,5,0,0,1,0,0,Left,No,USA,8000.0,Rookie
31,1966,P,Howie Reed,29,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,8000.0,Rookie
32,1966,P,Johnny Podres,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,Dominican Republic,8000.0,Rookie
33,1966,P,Nick Willhite,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,8000.0,Rookie
34,1966,P,Bill Singer,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,USA,7000.0,Rookie
35,1966,P,Jim Brewer,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Left,No,USA,8000.0,Rookie
1,1965,C,John Roseboro,32,136,480,437,42,102,10,0,8,57,1,6,34,51,0.233,0.289,0.311,0.601,75,136,5,2,3,4,7,Left,No,Mexico,11000.0,Rookie
2,1965,1B,Wes Parker,25,154,644,542,80,129,24,7,8,51,13,7,75,95,0.238,0.334,0.352,0.687,100,191,6,5,19,3,1,Right,Yes,USA,15000.0,Rookie
3,1965,2B,Jim Lefebvre,23,157,631,544,57,136,21,4,12,69,3,5,71,92,0.25,0.337,0.369,0.706,106,201,8,2,10,4,7,Right,Yes,Mexico,19000.0,Rookie
4,1965,SS,Maury Wills,32,158,711,650,92,186,14,7,0,33,94,31,40,64,0.286,0.33,0.329,0.66,93,214,6,4,14,2,2,Right,Yes,USA,13000.0,Rookie
5,1965,3B,Jim Gilliam,36,111,432,372,54,104,19,4,4,39,9,5,53,31,0.28,0.374,0.384,0.758,121,143,1,4,1,2,5,Right,Yes,USA,20000.0,Rookie
6,1965,LF,Lou Johnson,30,131,518,468,57,121,24,1,12,58,15,6,24,81,0.259,0.315,0.391,0.706,104,183,7,16,7,3,8,Right,No,Venezuela,21000.0,Rookie
7,1965,CF,Willie Davis,25,142,595,558,52,133,24,3,10,57,25,9,14,81,0.238,0.263,0.346,0.609,76,193,7,7,9,7,3,Left,No,USA,13000.0,Rookie
8,1965,RF,Ron Fairly,26,158,654,555,73,152,28,1,9,70,2,0,76,72,0.274,0.361,0.377,0.738,115,209,7,3,14,6,11,Left,No,USA,25000.0,Rookie
9,1965,3B,Dick Tracewski,30,78,216,186,17,40,6,0,1,20,2,6,25,30,0.215,0.313,0.263,0.577,70,49,3,2,2,1,4,Right,No,USA,11000.0,Rookie
10,1965,C,Jeff Torborg,23,56,162,150,8,36,5,1,3,13,0,0,10,26,0.24,0.29,0.347,0.637,85,52,5,1,0,1,4,Right,No,USA,11000.0,Rookie
11,1965,3B,John Kennedy,24,104,120,105,12,18,3,0,1,5,1,0,8,33,0.171,0.243,0.229,0.472,38,24,3,2,5,0,1,Right,No,Venezuela,9000.0,Rookie
12,1965,OF,Wally Moon,35,53,104,89,6,18,3,0,1,11,2,0,13,22,0.202,0.304,0.27,0.574,69,24,3,0,2,0,3,Left,No,USA,8000.0,Rookie
13,1965,RF,Al Ferrara,25,41,91,81,5,17,2,1,1,10,0,0,9,20,0.21,0.297,0.296,0.593,73,24,1,1,0,0,0,Right,No,USA,9000.0,Rookie
14,1965,3B,Don LeJohn,31,34,83,78,2,20,2,0,0,7,0,1,5,13,0.256,0.301,0.282,0.583,71,22,1,0,0,0,0,Right,No,Dominican Republic,7000.0,Rookie
15,1965,LF,Tommy Davis,26,17,64,60,3,15,1,1,0,9,2,1,2,4,0.25,0.27,0.3,0.57,66,18,5,0,1,1,1,Right,No,USA,8000.0,Rookie
16,1965,OF,Derrell Griffith,21,22,41,41,3,7,0,0,1,2,0,0,0,9,0.171,0.171,0.244,0.415,19,10,1,0,0,0,0,Left,No,Puerto Rico,8000.0,Rookie
17,1965,OF,Willie Crawford,18,52,29,27,10,4,0,0,0,0,2,0,2,8,0.148,0.207,0.148,0.355,5,4,0,0,0,0,0,Left,No,USA,8000.0,Rookie
18,1965,C,Hector Valle,24,9,15,13,1,4,0,0,0,2,0,0,2,3,0.308,0.4,0.308,0.708,109,4,0,0,0,0,0,Right,No,USA,7000.0,Rookie
19,1965,OF,Dick Smith,26,10,7,6,0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No,USA,9000.0,Rookie
20,1965,1B,Johnny Werhas,27,4,4,3,1,0,0,0,0,0,0,0,1,2,0.0,0.25,0.0,0.25,-20,0,1,0,0,0,0,Right,No,Panama,7000.0,Rookie
21,1965,2B,Nate Oliver,24,8,2,1,3,1,0,0,0,0,1,0,0,0,1.0,1.0,1.0,2.0,485,1,0,0,1,0,0,Right,No,USA,8000.0,Rookie
22,1965,P,Don Drysdale,28,58,138,130,18,39,4,1,7,19,0,0,5,34,0.3,0.331,0.508,0.839,140,66,6,1,2,0,0,Right,No,USA,125000.0,Star
23,1965,P,Sandy Koufax,29,43,127,113,4,20,2,0,0,7,0,0,10,44,0.177,0.242,0.195,0.437,29,22,2,0,3,1,0,Right,No,USA,9000.0,Rookie
24,1965,P,Claude Osteen,25,42,108,99,6,12,0,1,0,2,0,0,3,32,0.121,0.147,0.141,0.288,-15,14,0,0,6,0,0,Left,No,USA,9000.0,Rookie
25,1965,P,Johnny Podres,32,27,47,45,1,8,0,0,0,2,0,0,1,8,0.178,0.196,0.178,0.373,10,8,0,0,1,0,0,Left,No,Dominican Republic,8000.0,Rookie
26,1965,P,Ron Perranoski,29,59,21,19,0,3,0,0,0,0,0,0,2,7,0.158,0.238,0.158,0.396,18,3,0,0,0,0,0,Left,No,Dominican Republic,7000.0,Rookie
27,1965,P,Bob Miller,26,61,18,16,0,0,0,0,0,0,0,0,0,10,0.0,0.059,0.0,0.059,-81,0,0,1,1,0,0,Right,No,Dominican Republic,7000.0,Rookie
28,1965,P,Howie Reed,28,38,16,12,0,0,0,0,0,1,0,0,4,10,0.0,0.25,0.0,0.25,-20,0,1,0,0,0,0,Right,No,USA,8000.0,Rookie
29,1965,P,Nick Willhite,24,15,13,10,1,4,1,0,0,3,0,0,3,3,0.4,0.538,0.5,1.038,205,5,0,0,0,0,0,Left,No,USA,9000.0,Rookie
30,1965,P,Jim Brewer,27,20,11,10,0,0,0,0,0,0,0,0,0,2,0.0,0.091,0.0,0.091,-71,0,0,1,0,0,0,Left,No,USA,9000.0,Rookie
31,1965,P,John Purdin,22,11,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No,USA,7000.0,Rookie
32,1965,P,Mike Kekich,20,5,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0,1,0,0,Right,No,Dominican Republic,8000.0,Rookie
33,1965,P,Bill Singer,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No,Mexico,7000.0,Rookie
1,1964,C,John Roseboro,31,134,475,414,42,119,24,1,3,45,3,3,44,61,0.287,0.357,0.372,0.729,113,154,7,4,7,6,9,Left,No,USA,17000.0,Rookie
2,1964,1B,Ron Fairly,25,150,535,454,62,116,19,5,10,74,4,0,65,59,0.256,0.349,0.385,0.734,114,175,6,2,10,4,6,Left,No,USA,21000.0,Rookie
3,1964,2B,Nate Oliver,23,99,357,321,28,78,9,0,0,21,7,4,31,57,0.243,0.309,0.271,0.58,71,87,11,0,4,1,6,Right,No,USA,8000.0,Rookie
4,1964,SS,Maury Wills,31,158,685,630,81,173,15,5,2,34,53,17,41,73,0.275,0.318,0.324,0.641,87,204,6,0,11,3,0,Right,Yes,USA,12000.0,Rookie
5,1964,3B,Jim Gilliam,35,116,390,334,44,76,8,3,2,27,4,4,42,21,0.228,0.318,0.287,0.605,78,96,7,3,9,2,2,Right,Yes,Venezuela,11000.0,Rookie
6,1964,LF,Tommy Davis,25,152,631,592,70,163,20,5,14,86,11,8,29,68,0.275,0.311,0.397,0.708,105,235,14,4,1,5,6,Right,No,USA,15000.0,Rookie
7,1964,CF,Willie Davis,24,157,652,613,91,180,23,7,12,77,42,13,22,59,0.294,0.316,0.413,0.729,110,253,4,1,10,6,1,Left,No,USA,21000.0,Rookie
8,1964,RF,Frank Howard,27,134,492,433,60,98,13,2,24,69,1,0,51,113,0.226,0.303,0.432,0.735,111,187,14,0,1,7,10,Right,No,Dominican Republic,29000.0,Rookie
9,1964,IF,Dick Tracewski,29,106,342,304,31,75,13,4,1,26,3,3,31,61,0.247,0.315,0.326,0.641,87,99,2,0,6,1,4,Right,No,USA,12000.0,Rookie
10,1964,UT,Derrell Griffith,20,78,254,238,27,69,16,2,4,23,5,1,5,21,0.29,0.307,0.424,0.732,111,101,7,1,10,0,0,Left,No,Cuba,11000.0,Rookie
11,1964,1B,Wes Parker,24,124,240,214,29,55,7,1,3,10,5,4,14,45,0.257,0.303,0.341,0.644,87,73,2,1,9,2,3,Right,Yes,Dominican Republic,13000.0,Rookie
12,1964,C,Doug Camilli,27,50,135,123,1,22,3,0,0,10,0,0,8,19,0.179,0.226,0.203,0.429,26,25,4,0,1,2,1,Right,No,Venezuela,11000.0,Rookie
13,1964,RF,Wally Moon,34,68,132,118,8,26,2,1,2,9,1,1,12,22,0.22,0.292,0.305,0.597,74,36,4,0,2,0,3,Left,No,Dominican Republic,9000.0,Rookie
